popular	ad.	liked by many people
popular	ad.	generally approved by the public
population	n.	all the people in a place, city or country
port	n.	a city where ships load or unload goods
port	n.	a place on a coast where ships can be safe from a storm
position	n.	a place
position	n.	the way of holding the body
position	n.	the way a thing is set or placed
position	n.	a job (or level of a job) in an organization
possess	v.	to have
possess	v.	to own
possess	v.	to control or be controlled by
possible	ad.	able to be done
possible	ad.	can happen or is expected to happen
postpone	v.	to delay action until a later time
pour	v.	to flow
pour	v.	to cause to flow
poverty	n.	the condition of being poor
power	n.	the ability to control or direct others
power	n.	control
power	n.	strength
power	n.	ruling force
power	n.	force or energy used to do work	Water power turns the wheel.
praise	v.	to say good things about
praise	v.	to approve
pray	v.	to make a request to a god or spirit
pray	v.	to praise a god or spirit
predict	v.	to say what one believes will happen in the future.	The weather scientist predicted a cold winter.
pregnant	ad.	carrying a child within the body before it is born
pregnant	ad.	expecting to give birth to a baby
present	v.	to offer for consideration	We will present our idea to the committee.
present	n.	a gift	I gave them a present for their anniversary.
present	ad.	now	The present time is a good time.
present	ad.	to be at a place	I was present at school yesterday.
president	n.	the chief official of a country that is a republic
president	n.	the leader of an organization
press	v.	to urge strongly
press	n.	newspapers, magazines and other publications
pressure	n.	the force produced when something is pushed down or against something else
prevent	v.	to keep or stop from going or happening
price	n.	the amount of money for which anything is bought, sold or offered for sale
prison	n.	a place where a person is kept as punishment for a crime
private	ad.	of or about a person or group that is secret
private	ad.	opposite public
prize	n.	something offered or won in a competition
prize	n.	something of value that one must work hard for
probably	ad.	a good chance of taking place
probably	ad.	a little more than possible
problem	n.	a difficult question or situation with an unknown or unclear answer
process	n.	an operation or series of changes leading to a desired result
produce	v.	to make
produce	v.	to create
produce	v.	to cause something to be
produce	v.	to manufacture
profession	n.	a job that requires special training
professor	n.	a teacher at a college or university
profit	n.	money gained from a business activity after paying all costs of that activity
program	n.	a plan of action
program	n.	the different events or parts of a meeting or show
progress	n.	movement forward or toward improvement or a goal
project	n.	a planned effort to do something
promise	v.	to say one will do something
promise	n.	a spoken or written agreement to do something
propaganda	n.	ideas or information used to influence opinions
property	n.	anything owned by someone such as land, buildings or goods
propose	v.	to present or offer for consideration
protect	v.	to guard
protect	v.	to defend
protect	v.	to prevent from being harmed or damaged
proteins	n.	substances responsible for the growth of tissue and for fixing damaged tissue
protest	v.	to speak against
protest	v.	to object
prove	v.	to show to be true
provide	v.	to give something needed or wanted
public	ad.	of or about all the people in a community or country
public	ad.	opposite private
publication	n.	something that is published such as a book, newspaper or magazine
publish	v.	to make public something that is written
publish	v.	to include something in a book, newspaper or magazine
pull	v.	to use force to move something toward the person or thing using the force
pull	v.	opposite push
pump	v.	to force a gas or liquid up, into or through
punish	v.	to cause pain, suffering or loss for doing something bad or illegal
purchase	v.	to buy with money or with something of equal value
purchase	n.	that which is bought
pure	ad.	free from anything that is different or that reduces value
pure	ad.	clean
purpose	n.	the reason or desired effect for doing something
purpose	n.	goal
push	v.	to use force to move something away from the person or thing using the force
push	v.	opposite pull
put	v.	to place
put	v.	to set in position
quality	n.	that which something is known to have or be	An important quality of steel is its strength.
quality	n.	amount of value or excellence	Their goods are of the highest quality.
question	v.	to ask
question	v.	to express wonder or disbelief
question	n.	a sentence or word used in asking for information
question	n.	a problem
question	n.	an issue to be discussed
quick	ad.	fast
quiet	ad.	with little or no noise
quiet	ad.	having little or no movement
quiet	ad.	calm
race	v.	to run
race	v.	to take part in a competition to decide who or what can move fastest
race	v.	to take part in a campaign for political office
race	n.	one of the major groups that humans can be divided into because of a common physical similarity, such as skin color
radar	n.	a device that uses radio signals to learn the position or speed of objects that may be too far away to be seen
radiation	n.	waves of energy from something that produces heat or light
radiation	n.	energy from a nuclear substance, which can be dangerous
radio	n.	the system of sending and receiving signals or sounds through the air without wires
raid	v.	to make a sudden attack
raid	n.	a sudden attack carried out as an act of war, or for the purpose of seizing or stealing something
railroad	n.	a road for trains
railroad	n.	a company that operates such a road and its stations and equipment
rain	n.	water falling from the sky
raise	v.	to lift up
raise	v.	to move to a higher position
raise	v.	to cause to grow
raise	v.	to increase
rape	v.	to carry out a sexual attack by force against a person
rare	ad.	not common
rare	ad.	not usual
rare	ad.	not often
rate	n.	speed
rate	n.	a measure of how quickly or how often something happens
rate	n.	the price of any thing or service that is bought or sold
reach	v.	to put a hand toward
reach	v.	to arrive at
reach	v.	to come to
react	v.	to act as a result of or in answer to
read	v.	to look at and understand the meaning of written words or numbers
ready	ad.	prepared
ready	ad.	completed
ready	ad.	organized
ready	ad.	willing
real	ad.	true
real	ad.	truly existing
real	ad.	not false
realistic	ad.	in agreement with the way things are
reason	n.	the cause for a belief or act
reason	n.	purpose
reason	n.	something that explains
reasonable	ad.	ready to listen to reasons or ideas
reasonable	ad.	not extreme
reasonable	ad.	ready or willing to compromise
rebel	v.	to act against a government or power, often with force
rebel	v.	to refuse to obey
rebel	n.	one who opposes or fights against the government of his or her country
receive	v.	to get or accept something given, offered or sent
recent	ad.	a short time ago
recession	n.	a temporary reduction in economic activity, when industries produce less and many workers lose their jobs
recognize	v.	to know or remember something or someone that was known, known about or seen before
recognize	v.	to accept another nation as independent and establish diplomatic ties with its government
record	v.	to write something in order to have it for future use
record	v.	to put sound or pictures in a form that can be kept and heard or seen again
record	n.	a writing that shows proof or facts about something
recover	v.	to get again something that was lost, stolen or taken away	The police recovered the stolen money.
recover	v.	to return to normal health or normal conditions	She is expected to recover from the operation.
red	ad.	having the color like that of blood
reduce	v.	to make less or smaller in number, size or amount
reduce	v.	to cut
reform	v.	to make better by changing
reform	v.	to improve
reform	n.	a change to a better condition
refugee	n.	a person who has been forced to flee because of unjust treatment, danger or war
refuse	v.	to reject
refuse	v.	to not accept, give or do something
register	v.	to have one's name officially placed on a list of people permitted to vote in an election or take part in an educational program
regret	n.	a feeling of sadness or sorrow about something that is done or that happens
reject	v.	to refuse to accept, use or believe
relations	n.	understandings or ties between nations
relations	n.	members of the same family
relations	n.	people connected by marriage or family ties
release	v.	to free
release	v.	to permit to go
release	v.	to permit to be known or made public
religion	n.	a belief in, or the honoring of, a god or gods
remain	v.	to stay in a place after others leave
remain	v.	to stay the same
remains	n.	a dead body
remember	v.	to think about the past
remember	v.	opposite forget
remove	v.	to take away or take off
remove	v.	to put an end to
remove	v.	to take out of a position or office
repair	n.	work done to fix something
repeat	v.	to say or do again
report	v.	to tell about
report	v.	to give the results of a study or investigation
report	n.	the story about an event
report	n.	the results of a study or investigation
report	n.	a statement in which the facts may not be confirmed
represent	v.	to act in the place of someone else
represent	v.	to substitute for
represent	v.	to serve as an example
repress	v.	to control or to restrict freedoms by force
request	v.	to ask for
request	n.	the act of asking for
require	v.	to need or demand as necessary
rescue	v.	to free from danger or evil
research	n.	a careful study to discover correct information
resign	v.	to leave a position, job or office
resist	v.	to oppose
resist	v.	to fight to prevent
resolution	n.	an official statement of agreement by a group of people, usually reached by voting
resource	n.	anything of value that can be used or sold
respect	v.	to feel or show honor to a person or thing	All citizens should respect the law.
responsible	ad.	having a duty or job to do	He is responsible for preparing the report.
responsible	ad.	being the cause of	They were responsible for the accident.
rest	v.	to sit, lie down or sleep to regain strength
rest	n.	that which remains
rest	n.	the others
restaurant	n.	a place where people can buy and eat meals
restrain	v.	to keep controlled
restrain	v.	to limit action by a person or group
restrict	v.	to limit
restrict	v.	to prevent from increasing or becoming larger
result	v.	to happen from a cause
result	n.	that which follows or is produced by a cause
result	n.	effect
retire	v.	to leave a job or position because one is old or in poor health
return	v.	to go or come back
return	v.	to bring, give, take or send back
revolt	v.	to protest violently
revolt	v.	to fight for a change, especially of government
rice	n.	a food grain
rich	ad.	having much money or goods
rich	ad.	having plenty of something
ride	v.	to sit on or in and be carried along
ride	v.	to travel by animal, wheeled vehicle, airplane or boat
right	n.	what a person legally and morally should be able to do or have	It is their right to vote.
right	ad.	agreeing with the facts
right	ad.	good
right	ad.	correct
right	ad.	opposite wrong
right	ad.	on the side that is toward the east when one is facing north
right	ad.	opposite left
riot	v.	to act with many others in a violent way in a public place
riot	n.	a violent action by a large group of people
rise	v.	to go up
rise	v.	to go higher
rise	v.	to increase
rise	v.	to go from a position of sitting or lying to a position of standing
risk	n.	the chance of loss, damage or injury
river	n.	a large amount of water that flows across land into another river, a lake or an ocean
road	n.	a long piece of hard ground built between two places so people can walk, drive or ride easily from one place to the other
rob	v.	to take money or property secretly or by force
rob	v.	to steal
robot	n.	a machine that moves and performs work
rock	n.	a hard piece of mineral matter
rocket	n.	a device shaped like a tube that moves through air or space by burning gases and letting them escape from the back or bottom, sometimes used as a weapon
roll	v.	to turn over and over
roll	v.	to move like a ball
room	n.	a separate area within a building with its own walls
root	n.	the part of a plant that is under the ground and takes nutrients from the soil
rope	n.	a long, thick piece of material made from thinner pieces of material, used for tying
rough	ad.	not flat or smooth
rough	ad.	having an uneven surface
rough	ad.	violent
rough	ad.	not made well
round	ad.	having the shape of a ball or circle
rub	v.	to move something over the surface of another thing
rubber	n.	a substance made from the liquid of trees with the same name, or a similar substance made from chemicals
ruin	v.	to damage severely
ruin	v.	to destroy
rule	v.	to govern or control
rule	v.	to decide
rule	n.	a statement or an order that says how something must be done
run	v.	to move quickly by steps faster than those used for walking
rural	ad.	describing areas away from cities which may include farms, small towns and unpopulated areas.
sabotage	v.	to damage or destroy as an act against an organization or nation
sacrifice	v.	to do without something or to suffer a loss for a belief, idea, goal or another person
sad	ad.	not happy
safe	ad.	away from harm or danger
sail	v.	to travel by boat or ship
sailor	n.	a person involved in sailing a boat or ship
salt	n.	a white substance found in sea water and in the ground, used to affect the taste of food
same	ad.	not different
same	ad.	not changed
same	ad.	like another or others
sand	n.	extremely small pieces of crushed rock found in large amounts in deserts and on coasts
satellite	n.	a small object in space that moves around a larger object
satellite	n.	an object placed in orbit around the earth
satisfy	v.	to give or provide what is desired, needed or demanded
save	v.	to make safe
save	v.	to remove from harm
save	v.	to keep for future use
say	v.	to speak
say	v.	to express in words
school	n.	a place for education
school	n.	a place where people go to learn
science	n.	the study of nature and the actions of natural things, and the knowledge gained about them
sea	n.	a large area of salt water, usually part of an ocean
search	v.	to look for carefully
season	n.	one of the four periods of the year that is based on the earth's position toward the sun (spring, summer, autumn, winter)
season	n.	a period of time based on different weather conditions	dry season, rainy season
season	n.	a period during the year when something usually happens	baseball season
seat	n.	a thing to sit on
seat	n.	a place to sit or the right to sit there	a seat in parliament
second	ad.	the one that comes after the first
secret	n.	something known only to a few and kept from general knowledge
secret	ad.	hidden from others
secret	ad.	known only to a few
security	n.	freedom from danger or harm
security	n.	protection
security	n.	measures necessary to protect a person or place	Security was increased in the city.
see	v.	to know or sense through the eyes
see	v.	to understand or know
seed	n.	the part of a plant from which new plants grow
seek(ing)	v.	to search for	They are seeking a cure for cancer.
seek(ing)	v.	to try to get	She is seeking election to public office.
seek(ing)	v.	to plan to do	Electric power companies are seeking to reduce their use of coal.
seem	v.	to appear to be	She seems to be in good health.
seize	v.	to take quickly by force
seize	v.	to take control of quickly
seize	v.	to arrest
self	n.	all that which makes one person different from others
sell	v.	to give something in exchange for money
Senate	n.	the smaller of the two groups in the governments of some countries, such as in the United States Congress
send	v.	to cause to go
send	v.	to permit to go
send	v.	to cause to be carried, taken or directed to or away from a place
sense	v.	to come to know about by feeling, believing or understanding
sense	n.	any of the abilities to see, hear, taste, smell or feel
sentence	v.	to declare the punishment for a crime
sentence	n.	the punishment for a crime
separate	v.	to set or keep people, things or ideas away from or independent from others
separate	ad.	not together or connected
separate	ad.	different
series	n.	a number of similar things or events that follow one after another in time, position or order
serious	ad.	important
serious	ad.	needing careful consideration
serious	ad.	dangerous
serve	v.	to work as an official
serve	v.	to be employed by the government
serve	v.	to assist or help
service	n.	an organization or system that provides something for the public	Schools and roads are services paid for by taxes.
service	n.	a job that an organization or business can do for money
service	n.	military organizations such as an army, navy or air force
service	n.	a religious ceremony
set	v.	to put in place or position
set	v.	to establish a time, price or limit
settle	v.	to end (a dispute)
settle	v.	to agree about (a problem)
settle	v.	to make a home in a new place
several	ad.	three or more, but not many
severe	ad.	not gentle
severe	ad.	causing much pain, sadness or damage
sex	n.	either the male or female group into which all people and animals are divided because of their actions in producing young
sex	n.	the physical activity by which humans and animals can produce young
shake	v.	to move or cause to move in short, quick movements
shape	v.	to give form to
shape	n.	the form of something, especially how it looks
share	v.	to give part of something to another or others
share	n.	a part belonging to, given to or owned by a single person or a group
share	n.	any one of the equal parts of ownership of a business or company
sharp	ad.	having a thin edge or small point that can cut or hurt
sharp	ad.	causing hurt or pain
she	pro.	the girl or woman who is being spoken about
sheep	n.	a farm animal used for its meat and hair
shell	v.	to fire artillery
shell	n.	a metal container that is fired from a large gun and explodes when it reaches its target
shell	n.	a hard outside cover
shelter	v.	to protect or give protection to
shelter	n.	something that gives protection
shelter	n.	a place of safety
shine	v.	to aim a light
shine	v.	to give bright light
shine	v.	to be bright
shine	v.	to clean to make bright
ship	v.	to transport
ship	n.	a large boat
shock	v.	to cause to feel sudden surprise or fear
shock	n.	something that greatly affects the mind or emotions
shock	n.	a powerful shake, as from an earthquake
shoe	n.	a covering for the foot
shoot	v.	to cause a gun or other weapon to send out an object designed to kill
shoot	v.	to use a gun
short	ad.	lasting only for a small period of time
short	ad.	not long
short	ad.	opposite tall
should	v.	used with another verb (action word) to show responsibility ("We should study."), probability ("The talks should begin soon."), or that something is believed to be a good idea	Criminals should be punished.
shout	v.	to speak very loudly
show	v.	to make something be seen
show	v.	to make known
show	n.	a play or story presented in a theater, or broadcast on radio or television, for enjoyment or education
show	n.	something organized to be seen by the public
shrink	v.	to make or become less in size, weight or value
sick	ad.	suffering physically or mentally with a disease or other problem
sick	ad.	not in good health
sickness	n.	the condition of being in bad health
side	n.	the outer surfaces of an object that are not the top or bottom
side	n.	parts away from the middle
side	n.	either the right or left half of the body
sign	v.	to write one's name
sign	n.	a mark or shape used to mean something
sign	n.	evidence that something exists or will happen
sign	n.	a flat piece of material with writing that gives information
signal	v.	to send a message by signs
signal	n.	an action or movement that sends a message
silence	v.	to make quiet
silence	v.	to stop from speaking or making noise
silence	n.	a lack of noise or sound
silver	n.	a valued white metal
similar	ad.	like something else but not exactly the same
simple	ad.	easy to understand or do
simple	ad.	not difficult or complex
since	prep.	from a time in the past until now	I have known her since we went to school together.
sing	v.	to make music sounds with the voice
single	ad.	one only
sink	v.	to go down into water or other liquid
sister	n.	a female with the same father or mother as another person
sit	v.	to rest on the lower part of the body without the support of the legs
sit	v.	to become seated
situation	n.	the way things are during a period of time
size	n.	the space occupied by something
size	n.	how long, wide or high something is
skeleton	n.	all the bones of a human or other animal together in their normal positions
skill	n.	the ability gained from training or experience
skin	n.	the outer covering of humans and most animals
sky	n.	the space above the earth
slave	n.	a person owned or controlled by another
sleep	v.	to rest the body and mind with the eyes closed
slide	v.	to move smoothly over a surface
slow	v.	to reduce the speed of
slow	ad.	not fast in moving, talking or other activities
small	ad.	little in size or amount
small	ad.	few in number
small	ad.	not important
small	ad.	opposite large
smash	v.	to break or be broken into small pieces by force
smash	v.	to hit or move with force
smell	v.	to sense through the nose
smell	n.	something sensed by the nose	the smell of food cooking
smoke	v.	to use cigarettes or other tobacco products by burning them and breathing in the smoke
smoke	n.	that which can be seen rising into the air like a cloud from something burning
smooth	ad.	having a level surface
smooth	ad.	opposite rough
snow	n.	soft, white pieces of frozen water that fall from the sky, usually in winter or when the air temperature is very cold
so	ad.	in such a way that	He held the flag so all could see it.
so	ad.	also
so	ad.	too	She left early, and so did we.
so	ad.	very	I am so sick.
so	ad.	as a result	They were sick, so they could not come.
so	conj.	in order that
so	conj.	for the purpose of	Come early so we can discuss the plans.
social	ad.	of or about people or a group
soft	ad.	not hard
soft	ad.	easily shaped
soft	ad.	pleasing to touch
soft	ad.	not loud
soil	n.	earth in which plants grow
soldier	n.	a person in the army
solid	ad.	having a hard shape with no empty spaces inside
solid	ad.	strong
solid	ad.	not in the form of a liquid or gas
solve	v.	to find an answer
solve	v.	to settle
some	ad.	of an amount or number or part not stated
some	ad.	not all
son	n.	a person's male child
soon	ad.	not long after the present time
soon	ad.	quickly
sort	n.	any group of people or things that are the same or are similar in some way
sort	n.	a kind of something
sound	n.	fast-moving waves of energy that affect the ear and result in hearing
sound	n.	that which is heard
south	n.	the direction to the right of a person facing the rising sun
space	n.	the area outside the earth's atmosphere where the sun, moon, planets and stars are
space	n.	the area between or inside things
speak	v.	to talk
speak	v.	to say words with the mouth
speak	v.	to express one's thoughts to others and exchange ideas
speak	v.	to give a speech to a group
special	ad.	of a different or unusual kind
special	ad.	not for general use
special	ad.	better or more important than others of the same kind
speech	n.	a talk given to a group of people
speed	v.	to make something go or move faster
speed	n.	the rate at which something moves or travels
speed	n.	the rate at which something happens or is done
spend	v.	to give as payment
spend	v.	to use	He spends much time studying.
spill	v.	to cause or permit liquid to flow out, usually by accident
spirit	n.	the part of a human that is not physical and is connected to thoughts and emotions
spirit	n.	the part of a person that is believed to remain alive after death
split	v.	to separate into two or more parts
split	v.	to divide or break into parts
sport	n.	any game or activity of competition involving physical effort or skill
spread	v.	to become longer or wider
spread	v.	to make or become widely known
spring	n.	the time of the year between winter and summer
spy	v.	to steal or get information secretly
spy	n.	one who watches others secretly
spy	n.	a person employed by a government to get secret information about another country
square	n.	a flat shape having four equal sides
stab	v.	to cut or push into or through with a pointed weapon
stand	v.	to move into or be in a position in which only the feet are on a surface
stand	v.	to be in one position or place
star	n.	a mass of gas that usually appears as a small light in the sky at night, but is not a planet
star	n.	a famous person, usually an actor or singer
start	v.	to begin
start	v.	to make something begin
starve	v.	to suffer or die from a lack of food
state	v.	to say
state	v.	to declare
state	n.	a political part of a nation
station	n.	a place of special work or purpose	a police station
station	n.	a place where passengers get on or off trains or buses
station	n.	a place for radio or television broadcasts
statue	n.	a form of a human, animal or other creature usually made of stone, wood or metal
stay	v.	to continue to be where one is
stay	v.	to remain
stay	v.	to not leave
stay	v.	to live for a time	They stayed in New York for two years.
steal	v.	to take without permission or paying
steam	n.	the gas that comes from hot water
steel	n.	iron made harder and stronger by mixing it with other substances
step	v.	to move by lifting one foot and placing it in a new position
step	n.	the act of stepping
step	n.	one of a series of actions designed to reach a goal
stick	v.	to attach something to another thing using a substance that will hold them together
stick	v.	to become fixed in one position so that movement is difficult	Something is making the door stick.
stick	n.	a thin piece of wood
still	ad.	not moving	The man was standing still.
still	ad.	until the present or a stated time	Was he still there?
still	ad.	even so
still	ad.	although	The job was difficult, but she still wanted to do it.
stone	n.	a small piece of rock
stop	v.	to prevent any more movement or action
stop	v.	to come or bring to an end
store	v.	to keep or put away for future use
store	n.	a place where people buy things
storm	n.	violent weather, including strong winds and rain or snow
story	n.	the telling or writing of an event, either real or imagined
stove	n.	a heating device used for cooking
straight	ad.	continuing in one direction without turns
strange	ad.	unusual
strange	ad.	not normal
strange	ad.	not known
street	n.	a road in a city, town or village
stretch	v.	to extend for a distance
stretch	v.	to pull on to make longer or wider
strike	v.	to hit with force
strike	v.	to stop work as a way to seek better conditions, more pay or to make other demands
strong	ad.	having much power
strong	ad.	not easily broken, damaged or destroyed
structure	n.	the way something is built, made or organized
structure	n.	a system that is formed or organized in a special way
structure	n.	a building
struggle	v.	to try with much effort
struggle	v.	to fight with
struggle	n.	a great effort
struggle	n.	a fight
study	v.	to make an effort to gain knowledge by using the mind
study	v.	to examine carefully
stupid	ad.	not able to learn much
stupid	ad.	not intelligent
subject	n.	the person or thing being discussed, studied or written about
submarine	n.	an underwater ship
substance	n.	the material of which something is made (a solid, liquid or gas)
substitute	v.	to put or use in place of another
substitute	n.	a person or thing put or used in place of another
subversion	n.	an attempt to weaken or destroy a political system or government, usually secretly
succeed	v.	to reach a goal or thing desired
succeed	v.	to produce a planned result
such	ad.	of this or that kind
such	ad.	of the same kind as
such	ad.	similar to
sudden	ad.	not expected
sudden	ad.	without warning
sudden	ad.	done or carried out quickly or without preparation
suffer	v.	to feel pain in the body or mind
suffer	v.	to receive or experience hurt or sadness
sugar	n.	a sweet substance made from liquids taken from plants
suggest	v.	to offer or propose something to think about or consider
suicide	n.	the act of killing oneself
summer	n.	the warmest time of the year, between spring and autumn
sun	n.	the huge star in the sky that provides heat and light to earth
supervise	v.	to direct and observe the work of others
supply	v.	to give
supply	v.	to provide
supply	n.	the amount of something that can be given or sold to others
support	v.	to carry the weight of
support	v.	to hold up or in position
support	v.	to agree with others and help them reach a goal
support	v.	to approve
suppose	v.	to believe, think or imagine	I suppose you are right.
suppose	v.	to expect	It is supposed to rain tonight.
suppress	v.	to put down or to keep down by force
suppress	v.	to prevent information from being known publicly
sure	ad.	very probable
sure	ad.	with good reason to believe
sure	ad.	true without question
surface	n.	the outer side or top of something	The rocket landed on the surface of the moon.
surplus	n.	an amount that is more than is needed
surplus	n.	extra
surplus	n.	("That country has a trade surplus. It exports more than it imports.")
surprise	v.	to cause a feeling of wonder because something is not expected
surprise	n.	something not expected
surprise	n.	the feeling caused by something not expected
surrender	v.	to give control of oneself or one's property to another or others
surrender	v.	to stop fighting and admit defeat
surround	v.	to form a circle around
surround	v.	to be in positions all around someone or something
survive	v.	to remain alive during or after a dangerous situation
suspect	v.	to imagine or believe that a person is guilty of something bad or illegal
suspect	n.	a person believed to be guilty
suspend	v.	to cause to stop for a period of time
swallow	v.	to take into the stomach through the mouth
swear in	v.	to put an official into office by having him or her promise to carry out the duties of that office	The chief justice will swear in the president.
sweet	ad.	tasting pleasant, like sugar
swim	v.	to move through water by making motions with the arms and legs
sympathy	n.	a sharing of feelings or emotions with another person, usually feelings of sadness
system	n.	a method of organizing or doing something by following rules or a plan
system	n.	a group of connected things or parts working together for a common purpose or goal
take	v.	to put a hand or hands around something and hold it, often to move it to another place
take	v.	to carry something
take	v.	to seize
take	v.	to capture
take	v.	to begin to be in control	The president takes office tomorrow.
talk	v.	to express thoughts in spoken words
talk	n.	a meeting for discussion
tall	ad.	higher than others
tall	ad.	opposite short
tank	n.	a large container for holding liquids
tank	n.	a heavy military vehicle with guns
target	n.	any person or object aimed at or fired at
taste	v.	to sense through the mouth	The fruit tastes sweet.
tax	n.	the money a person or business must pay to the government so the government can provide services
tea	n.	a drink made from the plant of the same name
teach	v.	to show how to do something
teach	v.	to provide knowledge
teach	v.	to cause to understand
team	n.	a group organized for some purpose, often for sports
tear	v.	to pull apart, often by force
technical	ad.	involving machines, processes and materials in industry, transportation and communications
technical	ad.	of or about a very special kind of subject or thing	You need technical knowledge to understand how this system works.
technology	n.	the use of scientific knowledge and methods to produce goods and services
telephone	n.	a device or system for sending sounds, especially the voice, over distances
telescope	n.	a device for making objects that are far away appear closer and larger
television	n.	a device that receives electronic signals and makes them into pictures and sounds
television	n.	the system of sending pictures and sounds by electronic signals over a distance so others can see and hear them on a receiver
tell	v.	to give information
tell	v.	to make known by speaking
tell	v.	to order
tell	v.	to command
temperature	n.	the measurement of heat and cold
temporary	ad.	lasting only a short time
tense	ad.	having fear or concern
tense	ad.	dangerous
tense	ad.	opposite calm
term	n.	a limited period of time during which someone does a job or carries out a responsibility	He served two terms in Congress.
term	n.	the conditions of an agreement that have been accepted by those involved in it
terrible	ad.	very bad
terrible	ad.	causing terror or fear
territory	n.	a large area of land
terror	n.	extreme fear
terror	n.	that which causes great fear
terrorist	n.	a person who carries out acts of extreme violence as a protest or a way to influence a government
test	v.	to attempt to learn or prove what something is like or how it will act by studying or doing	The scientists will test the new engine soon.
test	n.	an attempt to learn or prove what something is like or how it will act by studying or doing	The test of the new engine takes place today.
test	n.	a group of questions or problems used to find out a person's knowledge	The students did well on the language test.
than	conj.	connecting word used to link things that may be similar, but are not equal	My sister is taller than I am.
thank	v.	to say that one has a good feeling toward another because that person did something kind	I want to thank you for helping me.
that	ad.	showing the person, place or thing being spoken about	That man is a soldier.
that	pro.	the person, place or thing being spoken about	The building that I saw was very large.
the	pro.	used in front of a name word to show that it is a person or thing that is known about or is being spoken about
theater	n.	a place where movies are shown or plays are performed
them	pro.	other people being spoken about
then	ad.	at that time
then	ad.	existing
then	ad.	and so
theory	n.	a possible explanation of why something exists or how something happens using experiments or ideas, but which is not yet proven	Other scientists are debating his theory about the disappearance of dinosaurs.
there	ad.	in that place or position
there	ad.	to or toward that place
these	pro.	of or about the people, places or things nearby that have been spoken about already
they	pro.	those ones being spoken about
thick	ad.	having a large distance between two opposite surfaces	The wall is two meters thick.
thick	ad.	having many parts close together	The forest is very thick.
thick	ad.	almost solid, such as a liquid that does not flow easily
thick	ad.	opposite thin
thin	ad.	having a small distance between two opposite surfaces
thin	ad.	not fat
thin	ad.	not wide
thin	ad.	opposite thick
thing	n.	any object
think	v.	to produce thoughts
think	v.	to form ideas in the mind
think	v.	to consider
think	v.	to believe
third	ad.	coming after two others
this	pro.	of or about the person, place or thing nearby that has been spoken about already
threaten	v.	to warn that one will do harm or cause damage
through	prep.	in at one end and out at the other
through	prep.	from front to back
through	prep.	from top to bottom
through	prep.	with the help of
through	prep.	by
throw	v.	to cause to go through the air by a movement of the arm
tie	v.	to join or hold together with some material
tie	n.	anything that joins or unites
tie	n.	links or connections	The two nations have strong trade ties.
time	n.	that which is measured in minutes, hours, days and years
time	n.	a period that can be identified in hours and minutes and is shown on a clock
time	n.	a period when an event should or will take place
tired	ad.	having less strength because of work or exercise
tired	ad.	needing sleep or rest
tissue	n.	living material
tissue	n.	a group of cells that are similar in appearance and do the same thing
to	prep.	showing the direction of an action
to	prep.	showing the person or place toward which an action is directed
to	prep.	showing a goal or purpose
today	n.	this day
together	ad.	in one group
together	ad.	at the same time or place
together	ad.	in cooperation
tomorrow	n.	the day after today
tonight	n.	this night
too	ad.	also
too	ad.	as well as
too	ad.	more than is necessary
tool	n.	any instrument or device designed to help one do work
top	n.	the upper edge or surface
top	n.	the highest part
top	n.	the cover of something
torture	v.	to cause severe pain
torture	n.	the act of causing severe pain in order to harm, to punish or to get information from
total	n.	the complete amount
touch	v.	to put the hand or fingers on
toward	prep.	in the direction of
toward	prep.	leading to
town	n.	a center where people live, larger than a village but not as large as a city
trade	v.	to buy and sell or exchange products or services
trade	n.	the activity of buying, selling or exchanging products or services
tradition	n.	a ceremony, activity or belief that has existed for a long time
traffic	n.	the movement of people, vehicles or ships along a street, road or waterway
tragic	ad.	extremely sad
tragic	ad.	terrible
train	v.	to teach or learn how to do something
train	v.	to prepare for an activity
train	n.	an engine and the cars connected to it that move along a railroad
transport	v.	to move goods or people from one place to another
transportation	n.	the act or business of moving goods or people
trap	v.	to catch or be caught by being tricked
trap	v.	to be unable to move or escape
trap	n.	a device used to catch animals
travel	v.	to go from one place to another, usually for a long distance
treason	n.	the act of fighting against one's own country or of helping its enemies
treasure	n.	a large collection of money, jewels or other things of great value
treat	v.	to deal with
treat	v.	to act toward in a special way
treat	v.	to try to cure
treatment	n.	the act of treating
treatment	n.	the use of medicine to try to cure or make better
treaty	n.	a written agreement between two or more nations
tree	n.	a very tall plant that is mostly wood, except for its leaves
trial	n.	an examination in a court of a question or dispute to decide if a charge is true
tribe	n.	a group of families ruled by a common chief or leader
trick	v.	to cheat
trick	v.	to fool a person so as to get something or make him or her do something
trip	n.	a movement from one place to another, usually a long distance
troops	n.	a number of soldiers in a large controlled group
trouble	n.	that which causes concern, fear, difficulty or problems
truce	n.	a temporary halt in fighting agreed to by all sides involved
truck	n.	a heavy vehicle used to carry goods
true	ad.	correct
true	ad.	not false
trust	v.	to believe that someone is honest and will not cause harm
try	v.	to make an effort
try	v.	to take court action against a person to decide if he or she is guilty or innocent of a crime
tube	n.	a long, round structure through which liquids or gases can flow
tube	n.	a long, thin container in which they can be kept
turn	v.	to change direction
turn	v.	to move into a different position
turn	v.	to change color, form or shape
under	prep.	below
under	prep.	below the surface of
under	prep.	less than
under	prep.	as called for by a law, agreement or system	The river flows under the bridge. Such action is not permitted under the law.
understand	v.	to know what is meant
